"aar";"yrke_grovgruppe";"yrke_fingruppe";"yrkeskode";"yrke";"yrkesbetegnelse";"isco_versjon";"antall_arbeidssokere"
"2015";"Bygg og anlegg";"Andre bygningsarbeidere";"7124";"Isolatører mv.";"Isolatør, Kapsler, Lærling (isolatør)";"ISCO-08";"129"
"2015";"Bygg og anlegg";"Andre bygningsarbeidere";"7125";"Glassarbeidere";"Blyglassmester, Blyglassmestersvenn, Fasademontør, Glassarbeider, Glassliper, Glassmester, Lærling (glassfagarbeider), Lærling (glassmester)";"ISCO-08";"96"
"2015";"Bygg og anlegg";"Rørleggere";"7126";"Rørleggere og VVS-montører";"Lærling (industrirørlegger), Lærling (kuldemontør), Lærling (rørlegger VVS), Lærling (rørlegger), Operatør (vann- og avløpsrør), Rørlegger, Rørlegger (VVS), Rørlegger (industri), Spesialarbeider (rørlegger og VVS-montør), VVS-montør";"ISCO-08";"900"
"2015";"Bygg og anlegg";"Andre bygningsarbeidere";"7127";"Kuldemontører mv.";"Kjølemaskinist, Kjølemontør (elektriker), Kobber- og blikkenslager, Kuldemontør, Kuldemontør (rørlegger VVS), Kuldemontørlærling, Varmepumpemontør, Ventilasjonsmontør";"ISCO-08";"221"
"2015";"Bygg og anlegg";"Andre bygningsarbeidere";"7131";"Malere og byggtapetserere";"Byggtapetserer, Lærling (byggtapetserer), Lærling (maler), Maler, Spesialarbeider (maler og byggtapetserer)";"ISCO-08";"1048"
"2015";"Bygg og anlegg";"Andre bygningsarbeidere";"7132";"Overflatebehandlere og lakkerere";"Bromaler, Galvanisør (dyptrykk), Industrimaler, Korrosjonsarbeider, Lakkerer, Lærling (billakkerer), Lærling (maskin- og industrimaler), Lærling (overflatebehandling og lakkering), Metalliserer, Overflatebehandler, Sprøytemaler, Termisk sprøyter, Varmforsinker";"ISCO-08";"498"
"2015";"Bygg og anlegg";"Andre bygningsarbeidere";"7133";"Feiere, fasaderenholdere mv.";"Fasaderenholder, Feier, Lærling (feier), Overfeiemester (Inspektør), Sandblåser";"ISCO-08";"84"
"2015";"Industriarbeid";"Støpere, sveisere, platearbeidere  ";"7211";"Støpere";"Brettformer, Former, Gjørtler, Lærling (presstøper), Lærling (støper), Presstøper, Støper";"ISCO-08";"80"
"2015";"Industriarbeid";"Støpere, sveisere, platearbeidere  ";"7212";"Sveisere";"Lærling (NDT-kontrollør magnetpulver/penetrant), Lærling (NDT-kontrollør ultralyd), Lærling (sveiser), NDT-inspektør, NDT-lærling, Sveisekontrollør, Sveiser";"ISCO-08";"981"
"2015";"Industriarbeid";"Støpere, sveisere, platearbeidere  ";"7213";"Kopper- og blikkenslagere";"Bilskadereparatør, Blikkenslager, Karosserimaker, Kopper- og blikkenslager, Lærling (biloppretting), Lærling (bilskadereparatør), Lærling (karosseri), Lærling (kobber- og blikkenslager)";"ISCO-08";"209"
"2015";"Industriarbeid";"Støpere, sveisere, platearbeidere  ";"7214";"Platearbeidere";"Fagarbeider (aluminiumskonstruksjon), Lærling (aluminiumskonstruksjonsarbeider), Lærling (platearbeider), Platearbeider, Stålmontør (bygg og anlegg)";"ISCO-08";"823"
"2015";"Industriarbeid";"Støpere, sveisere, platearbeidere  ";"7215";"Riggere og spleisere";"Rigger, Spleiser, Tilkomsttekniker";"ISCO-08";"125"
"2015";"Industriarbeid";"Andre håndverkere";"7221";"Smeder";"Hovslager, Lærling (hovslager), Smed";"ISCO-08";"26"
"2015";"Industriarbeid";"Andre håndverkere";"7222";"Verktøymakere, låsesmeder mv.";"Børsemaker, CNC-operatør, Dimensjonskontrollør, Låsesmed, Lærling (dimensjonskontrollør), Lærling (låsesmed), Lærling (verktøymaker), Verktøymaker";"ISCO-08";"201"
"2015";"Industriarbeid";"Støpere, sveisere, platearbeidere  ";"7223";"Metalldreiere mv.";"Dreier, Lærling (maskinarbeider), Maskinarbeider, Metalldreier mv., Verktøyinnstiller";"ISCO-08";"226"
"2015";"Industriarbeid";"Støpere, sveisere, platearbeidere  ";"7224";"Metallslipere";"Verktøysliper";"ISCO-08";"5"
"2015";"Industriarbeid";"Mekanikere";"7231";"Bilmekanikere";"Bilgummiarbeider, Bilmekaniker, Bilmekaniker (lette kjøretøy), Bilmekaniker (tunge kjøretøy), Dekkmontør, Eksosmontør, Lærling (bilmekaniker lette kjøretøy), Lærling (bilmekaniker tunge kjøretøy), Lærling (bilmekaniker), Lærling (hjulutruster), Lærling (motorsykkelreparatør), Lærling (sykkelreparatør), Motorsykkelreparatør, Understellsbehandler, Verkstedleder, Vulkanisør";"ISCO-08";"745"
"2015";"Industriarbeid";"Mekanikere";"7232";"Mekanikere innen flytekniske fag";"Fagarbeider (flytekniske fag), Flyinteriørmekaniker, Flykomponentmekaniker, Flymekaniker, Flymotormekaniker, Flyplassekspeditør, Flystrukturmekaniker, Flysystemmekaniker, Lærling (flymotormekaniker), Lærling (flysystemmekaniker)";"ISCO-08";"14"
"2015";"Industriarbeid";"Mekanikere";"7233";"Anleggsmaskin- og industrimekanikere";"Anleggsmaskinmekaniker, Anleggsmaskinreparatør, Badereparatør, Båtmekaniker, Industrimekaniker, Landbruksmaskinmekaniker, Lærling (anleggsmaskinmekanikk), Lærling (industrimekanikk), Lærling (landbruksmekaniker), Lærling (motormekanikk), Motormekaniker, Riggmekaniker, Togmekaniker";"ISCO-08";"889"
"2015";"Industriarbeid";"Mekanikere";"7234";"Sykkelreparatører mv.";"Rullestolreparatør, Sykkelreparatør";"ISCO-08";"20"
"2015";"Industriarbeid";"Andre håndverkere";"7311";"Presisjonsinstrumentmakere og -reparatører";"Finmekaniker, Lærling (finmekanikk), Lærling (ortopedisk fottøymaker), Lærling (urmaker), Nautisk instrumentmaker, Optroniker, Protese- og ortosemaker, Urmaker, Våpenmekaniker";"ISCO-08";"20"
"2015";"Industriarbeid";"Andre håndverkere";"7312";"Musikkinstrumentmakere og -stemmere";"Forgyller, Musikkinstrumentmaker, Musikkinstrumentreparatør, Orgelbygger, Pianostemmer";"ISCO-08";"8"
"2015";"Industriarbeid";"Andre håndverkere";"7313";"Gull- og sølvsmeder, gravører mv.";"Fagarbeider (gull- og sølvvarer), Filigransarbeider, Gravør (edelmetall), Gullsmed, Juveler, Lærling (gravør), Lærling (gullsmed), Sølvsmed";"ISCO-08";"32"
"2015";"Industriarbeid";"Andre håndverkere";"7314";"Keramikere mv.";"Keramiker, Pottemaker";"ISCO-08";"5"
"2015";"Industriarbeid";"Andre håndverkere";"7315";"Glasshåndverkere";"Glasshåndverker, Lærling (glasshåndverk)";"ISCO-08";"11"
"2015";"Industriarbeid";"Andre håndverkere";"7316";"Dekormalere mv";"*";"ISCO-08";"*"
"2015";"Industriarbeid";"Andre håndverkere";"7317";"Kunsthåndverkere i tre mv.";"*";"ISCO-08";"*"
"2015";"Industriarbeid";"Andre håndverkere";"7318";"Vevere, strikkere mv. (innen husflidsproduksjon)";"Broderer, Bunadmedarbeider, Håndvever, Kunststopper, Lærling (håndvever), Strikker (håndstrikking), Syer (håndsøm)";"ISCO-08";"77"
"2015";"Industriarbeid";"Andre håndverkere";"7319";"Andre kunsthåndverkere";"*";"ISCO-08";"*"
"2015";"Industriarbeid";"Andre håndverkere";"7321";"Førtrykkere";"Etser (dyptrykk), Grafiker (førtrykk), Layouter, Lærling (grafiker), Repromontør, Scanner, Typograf";"ISCO-08";"100"
"2015";"Industriarbeid";"Andre håndverkere";"7322";"Trykkere";"Boktrykkermester, Flexotrykker, Grafisk trykker, Lærling (grafisk trykker), Produksjonsmedarbeider (kopisenter), Serigraf, Trykker";"ISCO-08";"125"
"2015";"Industriarbeid";"Andre håndverkere";"7323";"Innbindere mv.";"Bokbinder, Kopieringsmedarbeider, Lærling (bokbinding), Maskininnbinder";"ISCO-08";"24"
"2015";"Bygg og anlegg";"Elektrikere";"7411";"Elektrikere";"Elektriker, Elektroinstallatør, Elektroreparatør, Elmontør, Lærling (elektriker), Lærling (elektromotor- og transformatorreparatør), Lærling (elektroreparatør), Lærling (heismontør), Lærling (togelektriker)";"ISCO-08";"1111"
"2015";"Industriarbeid";"Automatikere og elektriske montører";"7412";"Automatikere";"Automatiker, Automatmekaniker, Bilelektriker, Elektroarbeider, Elektromaskinist, Elektromotor- og transformatorreparatør, Flyelektriker, Heismontør, Komponentavioniker, Lærling (automasjonsmekaniker), Lærling (automatiker), Lærling (automatikkmekaniker), Lærling (tavlemontør), Lærling (vikler- og transformatormontør), Signalmontør, Skipselektriker, Systemavioniker, Tavlemontør, Togelektriker, Vikler";"ISCO-08";"360"
"2015";"Industriarbeid";"Automatikere og elektriske montører";"7413";"Energimontører";"Energimontør, Lærling (energimontør), Transformatormontør";"ISCO-08";"44"
"2015";"Industriarbeid";"Automatikere og elektriske montører";"7421";"Serviceelektronikere";"Kontormaskinreparatør, Kopimaskintekniker, Radio- og TV-reparatør, Serviceelektroniker, Svakstrømsmontør";"ISCO-08";"72"
"2015";"Industriarbeid";"Automatikere og elektriske montører";"7422";"Tele- og IKT-installatører";"Alarmmontør, Antennetekniker, Lærling (data), Lærling (it), Lærling (service- og telemontør), Lærling (serviceelektroniker), Lærling (telekommunikasjonsmontør), Radiomontør (kommunikasjon), Sambandsbetjent, Tele- og IKT-installatør, Telekommunikasjonsmontør";"ISCO-08";"105"
"2015";"Industriarbeid";"Næringsmiddelarbeid";"7511";"Slaktere, fiskehandlere mv";"Butikkslakter, Filetarbeider, Fiskehandler, Fiskeslakter, Kjøttskjærer, Lærling (butikkslakter), Lærling (fiskehandler), Lærling (kjøttskjærer), Lærling (pølsemaker), Lærling (slakter), Pølsemaker, Slakter";"ISCO-08";"365"
"2015";"Industriarbeid";"Næringsmiddelarbeid";"7512";"Bakere, konditorer mv.";"Baker, Konditor, Konfektmaker, Lærling (baker), Lærling (konditor)";"ISCO-08";"247"
"2015";"Industriarbeid";"Næringsmiddelarbeid";"7513";"Ystere mv. (gårdsproduksjon)";"Hjemmeprodusenter av meieriprodukter, Ostemaker (gårdsproduksjon), Smørmaker (gårdsproduksjon)";"ISCO-08";"10"
"2015";"Industriarbeid";"Næringsmiddelarbeid";"7514";"Syltere, saftere mv. (gårdsproduksjon)";"Småprodusent (konservering av frukt og grønnsaker)";"ISCO-08";"5"
"2015";"Industriarbeid";"Næringsmiddelarbeid";"7515";"Prøvesmakere og kvalitetsbedømmere av mat og drikke";"Kvalitetsbedømmer (mat), Prøvesmaker";"ISCO-08";"7"
"2015";"Industriarbeid";"Andre håndverkere";"7522";"Møbelsnekkere";"Lærling (møbelsnekker), Møbelsnekker (håndverksproduksjon), Rammemaker";"ISCO-08";"106"
"2015";"Industriarbeid";"Andre håndverkere";"7531";"Skreddere, buntmakere mv.";"Buntmaker, Dameskredder, Herreskredder, Kjole- og draktsyer, Kostymesyer, Lærling (bunadstilvirker), Lærling (kjole- og draktsyer), Lærling (skredder), Maskør, Modist, Moteformgiver, Parykkmaker, Seilmaker, Skredder";"ISCO-08";"82"
"2015";"Industriarbeid";"Andre håndverkere";"7532";"Gradører";"Gradør, Maskintilskjærer, Modellør (tekstil), Mønsterkonstruktør";"ISCO-08";"8"
"2015";"Industriarbeid";"Andre håndverkere";"7534";"Møbeltapetserere mv.";"Hudarbeider (møbelproduksjon), Industritapetserer, Lærling (industritapetserer), Lærling (møbeltapetserer), Lærling (salmaker), Møbeltapetserer, Porteføljemakermester, Salmaker";"ISCO-08";"61"
"2015";"Industriarbeid";"Andre håndverkere";"7535";"Skinnberedere og garvere";"*";"ISCO-08";"*"
"2015";"Industriarbeid";"Andre håndverkere";"7536";"Skomakere";"Lærling (skomaker), Skomaker";"ISCO-08";"10"
"2015";"Serviceyrker og annet arbeid";"Annet arbeid";"7541";"Yrkesdykkere";"Dykker, Lærling (dykker), Signalmann";"ISCO-08";"23"
"2015";"Bygg og anlegg";"Anleggsarbeidere";"7542";"Skytebaser og sprengningsarbeidere";"Lærling (tunnel- og fjellarbeider), Minerer, Skytebas, Spregningsarbeider, Tunnel- og fjellarbeider";"ISCO-08";"47"
"2015";"Industriarbeid";"Andre håndverkere";"7543";"Produkttestere (ikke matprodukter)";"*";"ISCO-08";"*"
"2015";"Industriarbeid";"Andre håndverkere";"7544";"Desinfeksjonsarbeidere og skadedyrbekjempere";"Kvalitetssikringsassistent, Skadedyrinspektør";"ISCO-08";"15"
"2015";"Industriarbeid";"Andre håndverkere";"7549";"Andre håndverkere";"Blomsterdekoratør, Lærling (blomsterdekoratør), Skimaker";"ISCO-08";"142"
"2015";"Industriarbeid";"Prosess- og maskinoperatører";"8111";"Bergfagarbeidere";"Bergfagarbeider, Bergmester (gruvedrift), Bergverksarbeider, Bergverksoperatør, Borevognsopratør (gruve), Formann (bergfagarbeid), Gruvearbeider, Lærling (bergfagarbeid), Overstiger, Produksjonsarbeider (bergfagarbeid), Spesialarbeider (bergfagarbeid), Stiger (gruve), Vedlikeholdsarbeider (bergfagarbeid)";"ISCO-08";"63"
"2015";"Industriarbeid";"Prosess- og maskinoperatører";"8112";"Prosessoperatører (oppredning)";"Formann (oppredning), Lærling (oppredning), Oppredningsarbeider, Prosessoperatør (oppredning), Skiftbas (oppredning), Spesialarbeider (oppredning)";"ISCO-08";"27"
"2015";"Industriarbeid";"Prosess- og maskinoperatører";"8113";"Operatører innen boring mv.";"Assisterende borer, Assisterende tårnarbeider, Assisterende tårnmann, Borearbeider, Boredekksarbeider, Borer (olje- og gassutvinning), Brønnborer (olje- og gassutvinning), Brønnserviceoperatør (olje- og gassutvinning), Brønnservicetekniker (olje- og gassutvinning), Driller (olje- og gassutvinning), Elektrisk kabeloperasjonsoperatør (olje- og gassutvinning), Elektrisk kabeloperasjonstekniker (olje- og gassutvinning), Helikoptervakt (olje- og gassutvinning), Hjelpearbeider (borerigg), Kranfører (olje- og gassutvinning), Lærling (brønnoperatør hydrauliske rør), Lærling (brønnoperatør kabeloperasjoner), Lærling (brønnoperatør komplettering), Lærling (brønnoperatør sementering), MPA-operatør, Maskinromsoperatør (bore- og entrepenørfartøy), Mekanisk kabeloperasjonsoperatør (olje- og gassutvinning), Mekanisk kabeloperasjonstekniker (olje- og gassutvinning), Offshore-arbeider, Operatør (olje- og gassutvinning), Operatør innen boring mv., ROV-operatør, Reparatør (olje- og gassutvinning), Roughneck (olje- og gassutvinning), Sementeringstekniker (olje- og gassutvinning), Senior operatør (olje- og gassutvinning), Spesialarbeider (olje- og gassutvinning), Trainee (olje- og gassutvinning), Trykktester (olje- og gassutvinning), Tårnarbeider, Tårnmann, Wirelinetekniker (olje- og gassutvinning)";"ISCO-08";"826"
"2015";"Industriarbeid";"Prosess- og maskinoperatører";"8114";"Operatører innen produksjon av betong mv";"Asfaltverkarbeider, Betongindustriarbeider, Betongvarearbeider, Formann (betongproduksjon), Lærling (betongproduksjon), Operatør (betong- og sementproduksjon), Operatør (gipsplater), Operatør (steinullfremstilling), Operatør innen produksjon av betong, Produksjonsarbeider (betongproduksjon), Produksjonsarbeider (gipsplater), Produksjonsarbeider (steinullfremstilling), Sementarbeider (fremstilling), Sementstøper, Spesialarbeider (betongproduksjon), Steinullarbeider (fremstilling)";"ISCO-08";"217"
"2015";"Industriarbeid";"Prosess- og maskinoperatører";"8121";"Operatører innen metallurgiske prosessfag";"Elektrolyseoperatør, Fagarbeider (myntproduksjon), Fagoperatør (metallurgisk prosessfag), Fagoperatør (metallverk), Fagoperatør (pressverk), Fagoperatør (smelteverk), Formann (metallgjenvinning), Formann (smelteverk), Jernskjærer (metallgjenvinning), Kabelbygger, Lærling (kabelbygger), Lærling (metallforming), Lærling (metallurgisk prosessfag), Lærling (metallvareproduksjon), Lærling (metallverk), Lærling (smelteverk), Maskinoperatør (metallvareproduksjon), Metallformer, Myntarbeider, Operatør (metallgjenvinning), Operatør (metallvareproduksjon), Operatør (metallverk), Operatør (pressverk), Operatør (smelteverk), Operatør (valseverk), Ovnsarbeider, Produksjonsarbeider (metallvareproduksjon), Produksjonsarbeider (metallverk), Produksjonsarbeider (smelteverk), Produksjonsleder (metallvareproduksjon), Produksjonsmedarbeider (metallgjenvinning), Prosessoperatør (metallstøping), Prosessoperatør (metallverk), Prosessoperatør (smelteverk), Raffinerer (metallverk), Spesialarbeider (metallforming), Spesialarbeider (metallurgisk prosessfag), Spesialarbeider (metallvareproduksjon), Spesialarbeider (myntproduksjon), Stålarbeider, Støper (metallverk), Trådtrekker";"ISCO-08";"782"
"2015";"Industriarbeid";"Prosess- og maskinoperatører";"8122";"Operatører innen metalloverflatebehandling";"Operatør innen metalloverflatebehandling";"ISCO-08";"40"
"2015";"Industriarbeid";"Prosess- og maskinoperatører";"8131";"Operatører innen kjemisk industri";"Autoklavpasser (kjemisk produksjon), Batteriarbeider (tilvirkning), Blandemaskinoperatør (kjemisk produksjon), Blander (kjemisk produksjon), Fagarbeider (elektrokjemisk industri), Formann (maling- og lakkproduksjon), Gassgeneratorpasser, Inndamper (kjemisk produksjon), Lærling (annen kjemisk-teknisk industri), Lærling (fagoperatør kjemisk teknisk industri), Lærling (kjemisk prosessindustri), Lærling (maling- og lakkproduksjon), Lærling (mekanisk prosessindustri), Lærling (produksjon av hygieniske og farmasøytiske produkter), Mikser (kjemisk produksjon), Møllearbeider (kjemisk produksjon), Oljeblander, Operatør (ammunisjonsproduksjon), Operatør (andre kjemiske produkter), Operatør (farmasøytiske produkter), Operatør (kjemisk industri), Operatør (kjemisk prosessindustri), Operatør (maling- og lakkproduksjon), Operatør (stearinlysproduksjon), Ovnspasser, Produksjonsarbeider (asfaltpapp o.l.), Produksjonsarbeider (elektrokjemisk industri), Produksjonsarbeider (kjemisk prosessindustri), Produksjonsarbeider (maling- og lakkproduksjon), Produksjonsarbeider (stearinlysproduksjon), Separatør (kjemisk produksjon), Spesialarbeider (maling- og lakkproduksjon), Spesialarbeider (produksjon av hygieniske og farmasøytiske produkter), Spesialarbeider (sprengstoffproduksjon)";"ISCO-08";"268"
"2015";"Industriarbeid";"Prosess- og maskinoperatører";"8132";"Operatører innen produksjon av fotofilm og -papir mv.";"Filmfremkaller, Fotoassistent, Fotolaborant, Operatør (fremkalling, forstørring, kopiering/film), Operatør (produksjon av fotografisk film), Retusjør (fotolaboratorium)";"ISCO-08";"10"
"2015";"Industriarbeid";"Prosess- og maskinoperatører";"8141";"Operatører innen produksjon av gummiprodukter";"Dekkbygger, Gummivarearbeider, Kalanderoperatør (gummiprodukter), Operatør (dekkproduksjon), Operatør (gummiprodukter), Operatør (sprøytestøping), Operatør (vulkanisering), Produksjonsarbeider (gummiprodukter), Slangebygger (gummiprodukter), Spesialarbeider (gummiprodukter)";"ISCO-08";"31"
"2015";"Industriarbeid";"Prosess- og maskinoperatører";"8142";"Operatører innen produksjon av plastprodukter";"Formann (plast), Laminatpresser (plast), Operatør (plast), Plastarbeider, Plastbåtbygger, Plastfagarbeider, Plastformer, Plastmekaniker, Plaststøper, Produksjonsarbeider (plast), Spesialarbeider (plast), Sprøytestøper (plast)";"ISCO-08";"136"
"2015";"Industriarbeid";"Prosess- og maskinoperatører";"8143";"Operatører innen produksjon av papirprodukter";"Formann (kartonasje), Operatør (kartonasje), Produksjonsarbeider (kartonasje)";"ISCO-08";"38"
"2015";"Industriarbeid";"Prosess- og maskinoperatører";"8151";"Spinne- og nøstemaskinoperatører";"Operatør (spinne- og nøstemaskin), Tekstiloperatør (garnfremstilling og spinning)";"ISCO-08";"6"
"2015";"Industriarbeid";"Prosess- og maskinoperatører";"8152";"Operatører innen tekstilproduksjon mv.";"Binder, Bøter, Formann (fiskeredskap), Formann (trikotasje), Impregnerer (fiskeredskap), Lærling (fiskeredskap), Produksjonsarbeider (fiskeredskap), Produksjonsmedarbeider (trikotasje), Spesialarbeider (trikotasje), Tekstiloperatør (fiskeredskap), Tekstiloperatør (trikotasje), Tekstiloperatør (veving)";"ISCO-08";"75"
"2015";"Industriarbeid";"Prosess- og maskinoperatører";"8153";"Industrisyere";"Formann (industrisying), Industrisyer, Lærling (industrisying), Nupper (tekstil), Produksjonsarbeider (markiser), Spesialarbeider (industrisying), Sømoperatør";"ISCO-08";"108"
"2015";"Industriarbeid";"Prosess- og maskinoperatører";"8154";"Operatører innen tekstilbearbeiding";"Operatør innen tekstilbearbeiding, Tekstiloperatør (farging, trykking og etterbehandling)";"ISCO-08";"22"
"2015";"Industriarbeid";"Prosess- og maskinoperatører";"8155";"Operatører innen pels-, skinn- og lærbearbeiding";"*";"ISCO-08";"*"
"2015";"Industriarbeid";"Prosess- og maskinoperatører";"8156";"Operatører innen skinn- og lærprodukter";"Operatør (lær- og skinnprodukter), Operatør (sko- og veskeproduksjon), Operatør innen skinn- og lærprodukter, Produksjonsarbeider (lær- og skinnprodukter), Spesialarbeider (skoproduksjon)";"ISCO-08";"7"
"2015";"Industriarbeid";"Prosess- og maskinoperatører";"8157";"Renseri- og vaskerimaskinoperatører";"Appreturarbeider (tekstil), Fargeriarbeider (tekstil), Forman (farging, vasking, rensing mv. av tekstil o.l.), Kjemisk renser, Lærling (farging, vasking, rensing mv. av tekstil o.l.), Mester (tekstilrenholdsfaget), Renseriarbeider, Renserimaskinarbeider, Spesialarbeider (farging, vasking, rensing mv. av tekstil o.l.), Tekstilrenholder, Vaskeriassistent, Vaskerimedarbeider";"ISCO-08";"214"
"2015";"Industriarbeid";"Prosess- og maskinoperatører";"8159";"Andre operatører innen produksjon av tekstiler, pels, skinn og lær";"Operatør (hattemakermaskin), Operatør (snorlagingsmaskin)";"ISCO-08";"9"
"2015";"Industriarbeid";"Næringsmiddelarbeid";"8160";"Operatører innen næringsmiddelproduksjon";"Autoklavoperatør (steriliserer), Bakeriarbeider, Brenneriarbeider, Brennevinsarbeider, Bryggeriarbeider, Bryggerimester, Fagarbeider (fiskeindustri), Fagoperatør (korn- og kryddermølle), Fagoperatør (meieriprodukter), Formann (bakverk, korn- og sjokoladeprodukter), Formann (bryggeri), Formann (fiskeindustri), Formann (frukt, grønnsaker og nøtter), Formann (korn- og kryddermølle), Formann (meieriprodukter), Formann (næringsmiddelproduksjon), Ik-koordinator (bryggeri), Kaffebrenner, Kakaorøster, Konserveringsarbeider (annen næringsmiddelproduksjon), Konserveringsarbeider (hermetikkproduksjon av frukt og grønnsaker), Kontrollør (fiskeindustri), Lærling (bakverk, korn- og sjokoladeprodukter), Lærling (bryggeri), Lærling (fiskeindustri), Lærling (kjøttindustri), Lærling (meieriprodukter), Lærling (tobakksproduksjon), Maskinfører (annen næringsmiddelproduksjon), Maskinpasser (bryggeri), Meieriarbeider, Møllearbeider, Operatør (bakverk, korn- og sjokoladeprodukter), Operatør (bryggeri), Operatør (frukt, grønnsaker og nøtter), Operatør (fruktpresse), Operatør (næringsmiddelindustri), Operatør (oljepresse), Operatør (sukker-, sirup- og honningproduksjon), Operatør (tobakksproduksjon), Produksjonsarbeider (andre næringsmiddelprodukter), Produksjonsarbeider (bakverk, korn- og sjokoladeprodukter), Produksjonsarbeider (bryggeri), Produksjonsarbeider (fiskeindustri), Produksjonsarbeider (frukt, grønnsaker og nøtter), Produksjonsarbeider (kjøttindustri), Produksjonsarbeider (korn- og kryddermølle), Produksjonsarbeider (meieriprodukter), Produksjonsleder (fiskeforproduksjon), Produksjonsmedarbeider (kraftfor), Spesialarbeider (bryggeri), Spesialarbeider (fiskeindustri), Spesialarbeider (kjøttindustri), Spesialarbeider (korn- og kryddermølle), Spesialarbeider (meieriprodukter), Vinarbeider";"ISCO-08";"2552"
"2015";"Industriarbeid";"Prosess- og maskinoperatører";"8171";"Operatører innen treforedling";"Cellulosearbeider, Fagarbeider (cellulose), Fagarbeider (papirproduksjon), Formann (cellulose), Formann (papirproduksjon), Formann (treforedlingsindustri), Hollenderiarbeider (papir/papp), Kalanderarbeider (papir/papp), Limarbeider (spon- og fiberplateproduksjon), Lærling (papirproduksjon), Lærling (treforedlingsindustri), Maskinfører (spon- og fiberplateproduksjon), Maskinsalarbeider (papirfabrikk), Maskinstiller (papirfabrikk), Operatør (cellulose), Operatør (papirproduksjon), Operatør (spon- og fiberplateproduksjon), Operatør (treforedlingsindustri), Papirarbeider, Papirmaskinfører, Papirsorterer, Presser (spon- og fiberplateproduksjon), Produksjonarbeider (treforedlingsindustri), Produksjonsarbeider (limtreproduksjon), Produksjonsarbeider (spon- og fiberplateproduksjon), Rullmaskinarbeider (papir/papp), Sortersalarbeider (papirfabrikk), Stanser (papir/papp), Trefiberplatearbeider";"ISCO-08";"251"
"2015";"Industriarbeid";"Prosess- og maskinoperatører";"8172";"Operatører innen trelastproduksjon";"Avdelingsleder (trevare), Flisarbeider (trelast), Høvelmester, Høvler (sagbruk), Leigeskjærer (trelast), Lærling (møbelindustri, trebearbeiding), Lærling (trevare), Operatør (limtreproduksjon), Operatør (parkettproduksjon), Operatør (trelast), Produksjonsarbeider (møbelindustri, trebearbeiding), Produksjonsarbeider (parkettproduksjon), Produksjonsarbeider (rammeproduksjon), Produksjonsarbeider (trelast), Produksjonsassistent (møbelindustri, trebearbeiding), Produksjonsleder (trevare), Påstikker (tømmer), Sagbruksarbeider, Sagmester, Sorterer (trevirke), Tilrettelegger (møbelindustri, trebearbeiding), Trelastarbeider, Trevirkesorterer, Tømmerberegner (sagbruk), Tømmermottaker (sakbruk), Tømmersorterer (sagbruk)";"ISCO-08";"211"
"2015";"Industriarbeid";"Prosess- og maskinoperatører";"8181";"Operatører innen glass- og keramisk produksjon";"Fagarbeider (industriell glassproduksjon), Formann (industriell glassproduksjon), Glasskontrollør (industriell glassproduksjon), Glassliper (industriell glassproduksjon), Glassmaker (industriell glassproduksjon), Keramikkontrollør, Keramisk former, Kvalitetskontrollør (industriell glassproduksjon), Operatør (dekor), Operatør (glassfiberproduksjon), Operatør (industriell glassproduksjon), Operatør (keramisk forming), Operatør (teglverk), Produksjonsarbeider (glassvatt), Produksjonsarbeider (industriell glassproduksjon), Produksjonsarbeider (keramikk/porselen)";"ISCO-08";"83"
"2015";"Industriarbeid";"Prosess- og maskinoperatører";"8182";"Fyrkjele- og turbinoperatør";"Fyrbøter, Fyrkjeleoperatør (stasjonære anlegg), Kompressoroperatør, Maskinassistent (skip), Maskinpasser (skip), Motormann, Pumpemann, Reparatør (skip), Skipsmekanikeraspirant, Smører (skip)";"ISCO-08";"76"
"2015";"Industriarbeid";"Næringsmiddelarbeid";"8183";"Pakke-, tappe- og etikettmaskinoperatør";"Emballasjearbeider (hermetikk - andre næringsmiddelprodukter), Emballasjearbeider (hermetikk - fisk), Emballasjearbeider (hermetikk - frukt, grønnsaker og nøtter), Emballasjearbeider (hermetikk - kjøtt), Emballasjearbeider (hermetikk - meieriprodukter), Etikettarbeider (andre næringsmiddelprodukter), Etikettarbeider (bakverk, korn- og sjokoladeprodukter), Etikettarbeider (bryggeri), Etikettarbeider (fiskeindustri), Etikettarbeider (frukt, grønnsaker og nøtter), Etikettarbeider (kjøttindustri), Etikettarbeider (meieriprodukter), Fruktpakker, Konserveringsarbeider (kjøttindustri), Maskinpakker (andre næringsmiddelprodukter), Maskinpakker (bakverk, korn- og sjokoladeprodukter), Maskinpakker (fiskeindustri), Maskinpakker (frukt, grønnsaker og nøtter), Maskinpakker (kjøttindustri), Maskinpakker (korn og kryddermølle), Maskinpakker (meieriprodukter), Operatør av pakkemaskiner (trykkeri), Produksjonsleder (pakking trykkeri), Tappemaskinoperatør (bryggeri), Tappemaskinoperatør (meieriprodukter), Tapperiarbeider (bryggeri), Tapperiformann (bryggeri), Tapperioperatør (bryggeri)";"ISCO-08";"168"
"2015";"Industriarbeid";"Prosess- og maskinoperatører";"8189";"Operatører av andre stasjonære maskiner";"Maskinoperatør (kabelarbeider)";"ISCO-08";"61"
